timestamp,point_id,year,status,filepath,size_kb,note
2026-08-03 15:05:28,TNP_0011,2025,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0011_2025.json,809.7,
2026-08-03 15:05:31,TNP_0012,2016,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2016.json,811.9,
2026-08-03 15:05:34,TNP_0012,2017,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2017.json,809.6,
2026-08-03 15:05:38,TNP_0012,2018,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2018.json,809.6,
2026-08-03 15:05:41,TNP_0012,2019,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2019.json,809.8,
2026-08-03 15:05:45,TNP_0012,2020,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2020.json,812.0,
2026-08-03 15:05:47,TNP_0012,2021,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2021.json,809.6,
2026-08-03 15:05:50,TNP_0012,2022,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2022.json,809.5,
2026-08-03 15:05:53,TNP_0012,2023,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2023.json,809.6,
2026-08-03 15:05:56,TNP_0012,2024,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2024.json,811.9,
2026-08-03 15:05:59,TNP_0012,2025,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0012_2025.json,809.4,
2026-08-03 15:06:03,TNP_0013,2016,OK,C:\Users\jaswi\OneDrive\Desktop\ALL\SEM_7\project\jammalamadugu\new_obj\tamilnadu_pipeline\data\raw\nasapower\power_TNP_0013_2016.json,811.9,
